10.2.102.210,Microsoft Office Standard 2010
10.2.102.227,Microsoft Office Professional Plus 2010
10.2.102.228,Microsoft Access database engine 2010
10.2.102.228,Microsoft Office Professional Plus 2010
10.2.102.228,Microsoft SQL Server 
10.2.102.228,Microsoft SQL Server 2005 
10.2.102.228,Microsoft SQL Server 2008 
10.2.102.228,Microsoft SQL Server 2012 
10.2.102.228,Microsoft Visual Studio Premium 
10.2.102.228,Microsoft Visual Studio Professional 
10.2.102.228,Microsoft Visual Studio Team Foundation Server 2012 
10.2.102.228,Microsoft Visual Studio Ultimate 
10.2.102.231,Microsoft Office Professional Plus 2010
10.2.102.231,Microsoft Office Standard 2010
10.2.102.231,Microsoft SQL Server 2008 
10.2.102.236,Microsoft Office Professional Plus 2007
10.2.102.236,Microsoft Project Professional 2013
10.2.102.236,Microsoft Visio Professional 2013
10.2.102.247,Microsoft Office Standard 2010
10.2.102.26,Microsoft Office Standard 2010
10.2.102.31,Microsoft Office Standard 2010
10.2.102.32,Microsoft Office Standard 2010
10.2.102.33,Microsoft Office Standard 2010
10.2.102.34,Microsoft Office Standard 2010
10.2.102.37,Microsoft Office Standard 2010
10.2.102.41,Microsoft Office Standard 2010
10.2.102.42,Microsoft Office Standard 2010
10.2.102.43,Microsoft Office Standard 2010
10.2.102.43,Microsoft SQL Server 2008 
10.2.102.47,Microsoft Office Standard 2010
10.2.102.47,Microsoft SQL Server 2008 
10.2.102.52,Microsoft Office Professional Plus 2010
10.2.102.52,Microsoft SQL Server 2005 
10.2.102.55,Microsoft Office Professional Plus 2010
10.2.102.63,Microsoft Office Standard 2010
10.2.102.67,Microsoft SQL Server 
10.2.102.67,Microsoft SQL Server 2005 
10.2.102.67,Microsoft SQL Server 2012 
10.2.102.67,Microsoft SQL Server 2014 
10.2.102.69,Microsoft Office Standard 2010
10.2.102.70,Microsoft Office Professional Plus 2010
10.2.102.71,Microsoft Office Professional Plus 2010
10.2.102.72,Microsoft Office Professional Plus 2010
10.2.102.72,Microsoft SQL Server 
10.2.102.72,Microsoft SQL Server 2008 
10.2.102.77,Microsoft Office Professional Plus 2010
10.2.102.77,Microsoft Office Project Standard 2010
10.2.102.77,Microsoft Project Standard 2010
10.2.102.81,Microsoft Office Professional Plus 2010
10.2.102.81,Microsoft Office Project Professional 2007
10.2.102.81,Microsoft Office Project Professional 2010
10.2.102.81,Microsoft Office Standard 2010
10.2.102.81,Microsoft Office Visio 2010
10.2.102.81,Microsoft Office Visio Professional 2007
10.2.102.81,Microsoft Project Professional 2010
10.2.102.81,Microsoft Visio Professional 2010
10.2.102.84,Microsoft Office Professional Plus 2010
10.2.102.84,Microsoft Office Project Professional 2010
10.2.102.84,Microsoft Project Professional 2010
10.2.102.85,Microsoft Office Professional Plus 2010
10.2.102.88,Microsoft Office Project Standard 2010
10.2.102.88,Microsoft Office Standard 2010
10.2.102.88,Microsoft Project Standard 2010
10.2.102.90,Microsoft Office Standard 2010
10.2.102.90,Microsoft Office Visio Professional 2007
10.2.102.90,Microsoft SQL Server 2005 
10.2.102.93,Microsoft Office Professional Plus 2010
10.2.102.93,Microsoft Office Project Professional 2010
10.2.102.93,Microsoft Office Standard 2010
10.2.102.93,Microsoft Office Visio Professional 2007
10.2.102.93,Microsoft Project Professional 2010
10.2.102.95,Microsoft Office Project Professional 2010
10.2.102.95,Microsoft Office Standard 2010
10.2.102.95,Microsoft Project Professional 2010
10.2.103.0,Microsoft Office Professional Plus 2010
10.2.103.0,Microsoft Office Project Professional 2010
10.2.103.0,Microsoft Office Standard 2010
10.2.103.0,Microsoft Office Visio 2010
10.2.103.0,Microsoft Project Professional 2010
10.2.103.0,Microsoft Visio Professional 2010
10.2.103.112,Microsoft Office Professional Plus 2007
10.2.103.116,Microsoft Office Professional Plus 2010
10.2.103.116,Microsoft Office Project Standard 2010
10.2.103.116,Microsoft Project Standard 2010
10.2.103.117,Microsoft Office Standard 2010
10.2.103.12,Microsoft Office Professional Plus 2010
10.2.103.12,Microsoft Office Project Professional 2010
10.2.103.12,Microsoft Project Professional 2010
10.2.103.137,Microsoft Office Standard 2010
10.2.103.14,Microsoft Office Standard 2010
10.2.103.143,Microsoft Office Standard 2010
10.2.103.151,Microsoft Office Standard 2010
10.2.103.152,Microsoft Office Standard 2010
10.2.103.154,Microsoft Office Standard 2010
10.2.103.156,Microsoft Office Professional Plus 2007
10.2.103.159,Microsoft Office Professional Plus 2010
10.2.103.159,Microsoft Office Project Professional 2010
10.2.103.159,Microsoft Office Standard 2010
10.2.103.159,Microsoft Office Visio 2010
10.2.103.159,Microsoft Project Professional 2010
10.2.103.159,Microsoft Visio Professional 2010
10.2.103.166,Microsoft Office Standard 2010
10.2.103.177,Microsoft Office Standard 2010
10.2.103.179,Microsoft Office Standard 2010
10.2.103.18,Microsoft Office Professional Plus 2007
10.2.103.18,Microsoft Office Project Professional 2010
10.2.103.18,Microsoft Project Professional 2010
10.2.103.181,Microsoft Office Professional Plus 2010
10.2.103.181,Microsoft Office Standard 2010
10.2.103.187,Microsoft Office Professional Plus 2010
10.2.103.191,Microsoft Office Professional Plus 2010
10.2.103.23,Microsoft Office Professional Plus 2007
10.2.103.25,Microsoft Office Professional Plus 2010
10.2.103.25,Microsoft Office Project Professional 2007
10.2.103.26,Microsoft Office Professional Plus 2010
10.2.103.38,Microsoft Office Standard 2010
10.2.103.58,Microsoft Office Project Professional 2010
10.2.103.58,Microsoft Office Standard 2010
10.2.103.58,Microsoft Project Professional 2010
10.2.103.6,Microsoft Office Professional Plus 2010
10.2.103.71,Microsoft Office Standard 2010
10.2.103.73,Microsoft SQL Server 
10.2.103.73,Microsoft SQL Server 2012 
10.2.103.73,Microsoft SQL Server 2014 
10.2.103.73,Microsoft Visual Studio Professional 
10.2.103.74,Microsoft Office Project Professional 2010
10.2.103.74,Microsoft Office Standard 2010
10.2.103.74,Microsoft Project Professional 2010
10.2.103.78,Microsoft Office Professional Plus 2010
10.2.103.85,Microsoft Office Standard 2010
10.2.103.91,Microsoft Office Professional Plus 2010
10.2.11.0,Microsoft Office Professional Plus 2010
10.2.11.0,Microsoft Office Project Standard 2010
10.2.11.0,Microsoft Office Standard 2010
10.2.11.0,Microsoft Project Standard 2010
10.2.11.0,Microsoft SQL Server 2005 
10.2.11.105,Microsoft SQL Server 
10.2.11.105,Microsoft SQL Server 2008 
10.2.11.105,Microsoft SQL Server 2012 
10.2.11.105,Microsoft Visual Studio 2010 Professional 
10.2.11.105,Microsoft Visual Studio Professional 
10.2.11.105,Microsoft Visual Studio Team Foundation Server 2012 
10.2.11.105,Microsoft Visual Studio Ultimate 
10.2.11.108,Microsoft Office Professional Plus 2013
10.2.11.108,Microsoft SQL Server 
10.2.11.108,Microsoft SQL Server 2008 
10.2.11.108,Microsoft SQL Server 2012
10.2.11.108,SQL Server 2012 
10.2.11.110,Microsoft Office Project Standard 2010
10.2.11.110,Microsoft Office Standard 2010
10.2.11.110,Microsoft Project Standard 2010
10.2.11.110,Microsoft SQL Server 
10.2.11.110,Microsoft SQL Server 2008 
10.2.11.110,Microsoft SQL Server 2012
10.2.11.110,Microsoft Visual Studio Professional 
10.2.11.110,Microsoft Visual Studio Team Foundation Server 2012 
10.2.11.110,Microsoft Visual Studio Ultimate 
10.2.11.110,SQL Server 2012 
10.2.11.112,Microsoft SQL Server 
10.2.11.112,Microsoft SQL Server 2008 
10.2.11.112,Microsoft SQL Server 2012 
10.2.11.112,Microsoft SQL Server 2014 
10.2.11.112,Microsoft Visual Studio 2010 Professional 
10.2.11.112,Microsoft Visual Studio Professional 
10.2.11.112,SQL Server 2008 
10.2.11.112,SQL Server 2012 
10.2.11.124,Microsoft Office Standard 2010
10.2.11.130,Microsoft Office Project Standard 2010
10.2.11.130,Microsoft Office Standard 2010
10.2.11.130,Microsoft Project Standard 2010
10.2.11.130,Microsoft SQL Server 
10.2.11.130,Microsoft SQL Server 2008 
10.2.11.130,Microsoft SQL Server 2012
10.2.11.130,Microsoft Visual Studio Professional 
10.2.11.130,Microsoft Visual Studio Team Foundation Server 2012 
10.2.11.130,Microsoft Visual Studio Ultimate 
10.2.11.130,SQL Server 2012 
10.2.11.136,Microsoft Office Standard 2010
10.2.11.147,Microsoft SQL Server 
10.2.11.147,Microsoft SQL Server 2008 
10.2.11.147,Microsoft SQL Server 2012 
10.2.11.147,Microsoft Visual Studio 2010 Professional 
10.2.11.147,SQL Server 2012 
10.2.11.158,Microsoft Office Standard 2010
10.2.11.171,Microsoft SQL Server 
10.2.11.171,Microsoft SQL Server 2008 
10.2.11.171,Microsoft SQL Server 2012 
10.2.11.171,Microsoft Visual Studio 2010 Professional 
10.2.11.171,SQL Server 2012 
10.2.11.195,Microsoft Office Professional Plus 2010
10.2.11.195,Microsoft Office Project Standard 2010
10.2.11.195,Microsoft Office Standard 2010
10.2.11.195,Microsoft Project Standard 2010
10.2.11.195,Microsoft SQL Server 2005 
10.2.11.196,Microsoft SQL Server 
10.2.11.196,Microsoft SQL Server 2008 
10.2.11.196,Microsoft SQL Server 2012 
10.2.11.196,Microsoft Visual Studio 2010 Professional 
10.2.11.196,SQL Server 2012 
10.2.11.221,Microsoft Office Standard 2010
10.2.11.221,Microsoft SQL Server 
10.2.11.221,Microsoft SQL Server 2008 
10.2.11.221,Microsoft SQL Server 2012 
10.2.11.221,Microsoft Visual Studio 2010 Professional 
10.2.11.221,Microsoft Visual Studio Professional 
10.2.11.221,Microsoft Visual Studio Team Foundation Server 2012 
10.2.11.221,Microsoft Visual Studio Ultimate 
10.2.11.24,Microsoft SQL Server 2012 
10.2.11.24,SQL Server 2012 
10.2.11.50,Microsoft SQL Server 
10.2.11.50,Microsoft SQL Server 2005 
10.2.11.50,Microsoft SQL Server 2008
10.2.11.54,Microsoft SQL Server 
10.2.11.54,Microsoft SQL Server 2012 
10.2.11.58,Microsoft Office Standard 2010
10.2.11.58,Microsoft SQL Server 
10.2.11.58,Microsoft SQL Server 2008 
10.2.11.58,Microsoft SQL Server 2012 
10.2.11.58,Microsoft Visual Studio 2010 Professional 
10.2.11.58,SQL Server 2012 
10.2.11.77,Microsoft SQL Server 
10.2.11.77,Microsoft SQL Server 2008 
10.2.11.77,Microsoft Visual Studio 2010 Professional 
10.2.11.77,SQL Server 2008 
10.2.11.85,Microsoft Office Project Professional 2010
10.2.11.85,Microsoft Office Standard 2010
10.2.11.85,Microsoft Office Visio 2010
10.2.11.85,Microsoft Project Professional 2010
10.2.11.85,Microsoft SQL Server 
10.2.11.85,Microsoft SQL Server 2008 
10.2.11.85,Microsoft SQL Server 2012 
10.2.11.85,Microsoft Visio Premium 2010
10.2.11.85,Microsoft Visual Studio 2010 Professional 
10.2.11.85,SQL Server 2012 
10.2.11.90,Microsoft SQL Server 
10.2.11.90,Microsoft SQL Server 2008 
10.2.11.90,Microsoft Visual Studio 2010 Professional 
10.2.11.90,SQL Server 2008 
10.2.12.0,Microsoft SQL Server 
10.2.12.0,Microsoft SQL Server 2008 
10.2.12.0,Microsoft SQL Server 2012 
10.2.12.0,Microsoft Visual Studio 2010 Professional 
10.2.12.0,SQL Server 2012 
10.2.12.10,Microsoft SQL Server 
10.2.12.10,Microsoft SQL Server 2008 
10.2.12.10,Microsoft SQL Server 2012 
10.2.12.10,Microsoft SQL Server 2014 
10.2.12.10,Microsoft Visual Studio Professional 
10.2.12.10,Microsoft Visual Studio Team Foundation Server 2012 
10.2.12.10,Microsoft Visual Studio Team Foundation Server 2015 
10.2.12.10,Microsoft Visual Studio Ultimate 
10.2.12.10,SQL Server 2012 
10.2.12.112,Microsoft Office Standard 2010
10.2.12.112,Microsoft SQL Server 
10.2.12.112,Microsoft SQL Server 2008 
10.2.12.112,Microsoft SQL Server 2012 
10.2.12.112,Microsoft Visual Studio 2010 Professional 
10.2.12.112,SQL Server 2008 
10.2.12.112,SQL Server 2012 
10.2.12.121,Microsoft SQL Server 
10.2.12.121,Microsoft SQL Server 2008 
10.2.12.121,Microsoft SQL Server 2012 
10.2.12.121,Microsoft Visual Studio 2010 Professional 
10.2.12.121,SQL Server 2012 
10.2.12.129,Microsoft Office Standard 2010
10.2.12.139,Microsoft Office Standard 2010
10.2.12.150,Microsoft Office Professional Plus 2013
10.2.12.150,Microsoft SQL Server 
10.2.12.150,Microsoft SQL Server 2008 
10.2.12.150,Microsoft SQL Server 2012
10.2.12.150,SQL Server 2012 
10.2.12.157,Microsoft Office Professional Plus 2010
10.2.12.157,Microsoft Office Project Professional 2010
10.2.12.157,Microsoft Office Standard 2010
10.2.12.157,Microsoft Office Visio Professional 2007
10.2.12.157,Microsoft Project Professional 2010
10.2.12.180,Microsoft Office Standard 2010
10.2.12.188,Microsoft SQL Server 
10.2.12.188,Microsoft SQL Server 2008 
10.2.12.188,Microsoft SQL Server 2012 
10.2.12.188,Microsoft Visual Studio 2010 Professional 
10.2.12.188,Microsoft Visual Studio Professional 
10.2.12.188,Microsoft Visual Studio Team Foundation Server 2012 
10.2.12.188,Microsoft Visual Studio Ultimate 
10.2.12.36,Microsoft Office Standard 2010
10.2.12.36,Microsoft SQL Server 
10.2.12.36,Microsoft SQL Server 2008 
10.2.12.36,Microsoft SQL Server 2012 
10.2.12.36,Microsoft Visual Studio 2010 Professional 
10.2.12.36,SQL Server 2012 
10.2.12.63,Microsoft SQL Server 
10.2.12.63,Microsoft SQL Server 2008 
10.2.12.63,Microsoft Visual Studio 2010 Professional 
10.2.12.63,SQL Server 2008 
10.2.12.77,Microsoft Office Professional Plus 2010
10.2.12.77,Microsoft Office Standard 2010
10.2.12.99,Microsoft Office Professional Plus 2010
10.2.12.99,Microsoft Office Standard 2010
10.2.13.0,Microsoft Visual Studio Professional 
10.2.13.0,Microsoft Visual Studio Team Foundation Server 2012 
10.2.13.121,Microsoft Office Standard 2010
10.2.13.121,Microsoft SQL Server 
10.2.13.121,Microsoft SQL Server 2012 
10.2.13.121,SQL Server 2012 
10.2.13.146,Microsoft SQL Server 
10.2.13.146,Microsoft SQL Server 2008 
10.2.13.146,Microsoft SQL Server 2012 
10.2.13.146,Microsoft Visual Studio Professional 
10.2.13.146,Microsoft Visual Studio Team Foundation Server 2012 
10.2.13.146,Microsoft Visual Studio Ultimate 
10.2.13.146,SQL Server 2012 
10.2.13.15,Microsoft Office Standard 2010
10.2.13.160,Microsoft Office Standard 2010
10.2.13.160,Microsoft Visual Studio 2010 Professional 
10.2.13.190,Microsoft SQL Server 
10.2.13.190,Microsoft SQL Server 2008 
10.2.13.190,Microsoft SQL Server 2012 
10.2.13.190,Microsoft SQL Server 2014 
10.2.13.190,Microsoft Visual Studio Professional 
10.2.13.190,Microsoft Visual Studio Team Foundation Server 2012 
10.2.13.190,Microsoft Visual Studio Team Foundation Server 2015 
10.2.13.190,Microsoft Visual Studio Ultimate 
10.2.13.190,SQL Server 2012 
10.2.13.195,Microsoft SQL Server 
10.2.13.195,Microsoft SQL Server 2005 
10.2.13.195,Microsoft SQL Server 2008
10.2.13.219,Microsoft SQL Server 
10.2.13.219,Microsoft SQL Server 2012 
10.2.13.50,Microsoft SQL Server 
10.2.13.50,Microsoft SQL Server 2005 
10.2.13.50,Microsoft SQL Server 2008
10.2.13.62,Microsoft Office Standard 2010
10.2.13.89,Microsoft SQL Server 
10.2.13.89,Microsoft SQL Server 2008 
10.2.13.89,Microsoft SQL Server 2012 
10.2.13.98,Microsoft SQL Server 
10.2.13.98,Microsoft Visual Studio 2010 Professional 
10.2.14.65,Microsoft SQL Server 
10.2.14.65,Microsoft SQL Server 2008 
10.2.14.65,Microsoft SQL Server 2012 
10.2.14.65,Microsoft Visual Studio 2010 Professional 
10.2.14.65,Microsoft Visual Studio Professional 
10.2.14.65,Microsoft Visual Studio Team Foundation Server 2012 
10.2.14.65,Microsoft Visual Studio Ultimate 
10.2.14.66,Microsoft SQL Server 
10.2.14.66,Microsoft SQL Server 2008 
10.2.14.66,Microsoft SQL Server 2012 
10.2.14.66,SQL Server 2012 
10.2.14.75,Microsoft Office Standard 2010
10.2.14.78,Microsoft Office Project Standard 2010
10.2.14.78,Microsoft Office Standard 2010
10.2.14.78,Microsoft Project Standard 2010
10.2.14.84,Microsoft Office Standard 2010
10.2.17.101,Microsoft Access database engine 2010
10.2.17.101,Microsoft SQL Server 
10.2.17.102,Microsoft Access database engine 2010
10.2.17.102,Microsoft SQL Server 
10.2.17.103,Microsoft Access database engine 2010
10.2.17.103,Microsoft SQL Server 
10.2.17.144,Microsoft SQL Server 2008 
10.2.17.155,Microsoft SQL Server 
10.2.17.155,Microsoft SQL Server 2005 
10.2.17.161,Microsoft SQL Server 2012 
10.2.17.183,Microsoft Office Access database engine 2007
10.2.17.183,Microsoft Office Professional Edição 2003
10.2.17.183,Microsoft SQL Server 
10.2.17.183,Microsoft SQL Server 2008
10.2.17.183,SQL Server 
10.2.17.184,Microsoft Access database engine 2010
10.2.17.184,Microsoft SQL Server 
10.2.17.184,Microsoft SQL Server 2008 
10.2.17.184,Microsoft SQL Server 2012 
10.2.17.184,SQL Server 
10.2.17.184,SQL Server 2012 
10.2.17.190,Microsoft SQL Server 
10.2.17.190,Microsoft SQL Server 2005 
10.2.17.203,Microsoft SQL Server 
10.2.17.203,Microsoft SQL Server 2008 
10.2.17.203,SQL Server 2008 
10.2.17.207,Microsoft SQL Server 
10.2.17.207,Microsoft SQL Server 2000
10.2.17.207,Microsoft SQL Server 2005
10.2.17.218,Microsoft SQL Server 
10.2.17.218,Microsoft SQL Server 2005 
10.2.17.221,Microsoft SQL Server 
10.2.17.221,Microsoft SQL Server 2008 
10.2.17.221,Microsoft Visual Studio Team Foundation Server 2012 
10.2.17.221,SQL Server 2008 
10.2.17.225,Microsoft Office Access database engine 2007
10.2.17.225,Microsoft Office Professional Edição 2003
10.2.17.225,Microsoft SQL Server 
10.2.17.225,Microsoft SQL Server 2005
10.2.17.226,Microsoft SQL Server 
10.2.17.226,Microsoft SQL Server 2005
10.2.17.227,Microsoft SQL Server 
10.2.17.227,Microsoft SQL Server 2005 
10.2.17.241,Microsoft SQL Server 
10.2.17.241,Microsoft SQL Server 2008 
10.2.17.241,SQL Server 2008 
10.2.17.68,Microsoft Office Access database engine 2007
10.2.17.68,Microsoft SQL Server 
10.2.17.68,Microsoft SQL Server 2008 
10.2.17.68,SQL Server 2008 
10.2.17.89,Microsoft Office Professional Plus 2007
10.2.17.92,Microsoft SQL Server 
10.2.17.92,Microsoft SQL Server 2008 
10.2.17.92,SQL Server 2008 
10.2.17.98,Microsoft Office Standard 2010
10.2.2.1,Microsoft Office Standard 2010
10.2.2.1,Microsoft SQL Server 2005 
10.2.2.4,Microsoft Office Professional Plus 2007
10.2.2.5,Microsoft SQL Server 
10.2.2.5,Microsoft SQL Server 2008 
10.2.2.5,SQL Server 2008 
10.2.2.8,Microsoft Office Professional Plus 2010
10.2.40.146,Microsoft SQL Server 
10.2.40.146,Microsoft SQL Server 2008 
10.2.40.146,Microsoft SQL Server 2012 
10.2.40.146,SQL Server 2008 
10.2.40.210,Microsoft Office Standard 2010
10.2.40.215,Microsoft Office Standard 2010
10.2.40.218,Microsoft Access Services Server
10.2.40.218,Microsoft SQL Server 
10.2.40.218,Microsoft SQL Server 2005 
10.2.40.218,Microsoft SQL Server 2008 
10.2.40.218,Microsoft Word Server
10.2.40.218,SQL Server 2008 
10.2.40.222,Microsoft Office Professional Plus 2010
10.2.42.100,Microsoft Office Professional Plus 2010
10.2.42.110,Microsoft Office Professional Plus 2010
10.2.42.110,Microsoft Office Project Professional 2010
10.2.42.110,Microsoft Office Standard 2010
10.2.42.110,Microsoft Project Professional 2010
10.2.42.119,Microsoft Office Standard 2010
10.2.42.119,Microsoft Office Visio 2010
10.2.42.119,Microsoft SQL Server 2005 
10.2.42.125,Microsoft Office Professional Plus 2010
10.2.42.125,Microsoft SQL Server 
10.2.42.125,Microsoft SQL Server 2000
10.2.42.125,Microsoft SQL Server 2005
10.2.42.125,Microsoft SQL Server 2008 
10.2.42.125,SQL Server 2008 
10.2.42.135,Microsoft Office Standard 2010
10.2.42.135,Microsoft SQL Server 2005 
10.2.42.153,Microsoft Office Professional Plus 2010
10.2.42.153,Microsoft Office Project Professional 2003
10.2.42.153,Microsoft Office Standard 2010
10.2.42.153,Microsoft Office Visio Professional 2003
10.2.42.153,Microsoft SQL Server 2005 
10.2.42.157,Microsoft Office Standard 2010
10.2.42.187,Microsoft Office Project Professional 2007
10.2.42.187,Microsoft Office Standard 2010
10.2.42.187,Microsoft Office Visio Professional 2007
10.2.42.190,Microsoft Office Professional Plus 2007
10.2.42.190,Microsoft Office Project Professional 2010
10.2.42.190,Microsoft Project Professional 2010
10.2.42.195,Microsoft Office Professional Plus 2007
10.2.42.221,Microsoft Office Project Professional 2010
10.2.42.221,Microsoft Office Visio 2010
10.2.42.221,Microsoft Project Professional 2010
10.2.42.221,Microsoft SQL Server 
10.2.42.221,Microsoft SQL Server 2008 
10.2.42.221,Microsoft SQL Server 2012 
10.2.42.221,Microsoft Visio Professional 2010
10.2.42.221,Microsoft Visual Studio 2010 Professional 
10.2.42.221,SQL Server 2012 
10.2.42.224,Microsoft Office Professional Plus 2007
10.2.42.224,Microsoft Office Visio 2010
10.2.42.224,Microsoft Visio Professional 2010
10.2.42.228,Microsoft Office Standard 2010
10.2.42.241,Microsoft SQL Server 
10.2.42.241,Microsoft SQL Server 2008 
10.2.42.241,Microsoft SQL Server 2012 
10.2.42.241,Microsoft Visual Studio Premium 
10.2.42.241,Microsoft Visual Studio Professional 
10.2.42.241,Microsoft Visual Studio Team Foundation Server 2013 
10.2.42.241,Microsoft Visual Studio Ultimate 
10.2.42.241,SQL Server 
10.2.42.241,SQL Server 2012 
10.2.42.253,Microsoft Office Professional Plus 2007
10.2.42.3,Microsoft Office Professional Plus 2007
10.2.42.3,Microsoft Office Project Professional 2007
10.2.42.3,Microsoft Office Visio Professional 2007
10.2.42.3,Microsoft SQL Server 2005 
10.2.42.31,Microsoft Office Visio 2010
10.2.42.31,Microsoft SQL Server 
10.2.42.31,Microsoft SQL Server 2005
10.2.42.31,Microsoft Visio Professional 2010
10.2.42.32,Microsoft Office Standard 2010
10.2.42.42,Microsoft Office Professional Plus 2010
10.2.42.42,Microsoft Office Project Professional 2007
10.2.42.45,Microsoft Office Professional Plus 2010
10.2.42.46,Microsoft Office Standard 2010
10.2.42.49,Microsoft Office Standard 2010
10.2.42.55,Microsoft Office Standard 2010
10.2.42.64,Microsoft Office Professional Plus 2010
10.2.42.64,Microsoft Office Project Professional 2010
10.2.42.64,Microsoft Project Professional 2010
10.2.42.87,Microsoft Office Professional Plus 2007
10.2.42.88,Microsoft Office Professional Plus 2010
10.2.43.101,Microsoft Access database engine 2010
10.2.43.101,Microsoft Office Professional Plus 2007
10.2.43.101,Microsoft Office Project Professional 2007
10.2.43.101,Microsoft Office Visio Professional 2007
10.2.43.101,Microsoft Office Visio Professional 2007 Trial
10.2.43.115,Microsoft Office Standard 2010
10.2.43.119,Microsoft Office Professional Plus 2010
10.2.43.119,Microsoft Office Project Professional 2010
10.2.43.119,Microsoft Office Visio 2010
10.2.43.119,Microsoft Project Professional 2010
10.2.43.119,Microsoft Visio Professional 2010
10.2.43.159,Microsoft Office Professional Plus 2010
10.2.43.159,Microsoft Office Project Professional 2010
10.2.43.159,Microsoft Office Standard 2010
10.2.43.159,Microsoft Office Visio Professional 2003
10.2.43.159,Microsoft Project Professional 2010
10.2.43.17,Microsoft Office Standard 2010
10.2.43.179,Microsoft Office Professional Plus 2010
10.2.43.179,Microsoft Office Standard 2010
10.2.43.180,Microsoft Office Professional Plus 2010
10.2.43.180,Microsoft Office Project Professional 2007
10.2.43.180,Microsoft Office Standard 2010
10.2.43.180,Microsoft Office Visio 2010
10.2.43.180,Microsoft SQL Server 
10.2.43.180,Microsoft SQL Server 2005
10.2.43.180,Microsoft Visio Professional 2010
10.2.43.180,Microsoft Visual Studio 2008 Professional 
10.2.43.185,Microsoft Office Professional Plus 2007
10.2.43.185,Microsoft Office Project Professional 2010
10.2.43.185,Microsoft Project Professional 2010
10.2.43.193,Microsoft Office Professional Plus 2010
10.2.43.193,Microsoft Office Project Professional 2010
10.2.43.193,Microsoft Project Professional 2010
10.2.43.218,Microsoft Office Project Professional 2010
10.2.43.218,Microsoft Office Standard 2010
10.2.43.218,Microsoft Project Professional 2010
10.2.43.228,Microsoft Office Professional Plus 2010
10.2.43.228,Microsoft Office Project Professional 2010
10.2.43.228,Microsoft Project Professional 2010
10.2.43.230,Microsoft Office Standard 2010
10.2.43.235,Microsoft Office Professional Plus 2010
10.2.43.239,Microsoft Office Standard 2010
10.2.43.240,Microsoft Office Professional Plus 2010
10.2.43.240,Microsoft Office Standard 2010
10.2.43.245,Microsoft Office Professional Plus 2010
10.2.43.245,Microsoft Office Standard 2010
10.2.43.47,Microsoft Office Professional Plus 2007
10.2.43.53,Microsoft Office Professional Plus 2010
10.2.43.53,Microsoft SQL Server 2005 
10.2.43.82,Microsoft Office Professional Plus 2010
10.2.43.82,Microsoft Office Standard 2010
10.2.43.99,Microsoft Office Project Professional 2010
10.2.43.99,Microsoft Office Standard 2010
10.2.43.99,Microsoft Office Visio 2010
10.2.43.99,Microsoft Project Professional 2010
10.2.43.99,Microsoft Visio Professional 2010
10.2.44.158,Microsoft Office Professional Plus 2010
10.2.44.158,Microsoft Office Project Professional 2007
10.2.44.158,Microsoft Office Standard 2010
10.2.44.158,Microsoft Office Visio 2010
10.2.44.158,Microsoft SQL Server 
10.2.44.158,Microsoft SQL Server 2005
10.2.44.158,Microsoft SQL Server 2008 
10.2.44.158,Microsoft Visio Professional 2010
10.2.44.158,SQL Server 
10.2.44.160,Microsoft Office Professional Plus 2010
10.2.44.160,Microsoft Office Project Professional 2007
10.2.44.195,Microsoft Office Visio 2010
10.2.44.195,Microsoft Visio Premium 2010
10.2.44.196,Microsoft Office Professional Plus 2007
10.2.44.196,Microsoft Office Professional Plus 2010
10.2.44.196,Microsoft Office Project Professional 2003
10.2.44.196,Microsoft Office Visio Professional 2003
10.2.44.210,Microsoft Office Project Professional 2010
10.2.44.210,Microsoft Office Standard 2010
10.2.44.210,Microsoft Office Visio 2010
10.2.44.210,Microsoft Project Professional 2010
10.2.44.210,Microsoft Visio Professional 2010
10.2.44.224,Microsoft Office Professional Plus 2010
10.2.44.224,Microsoft Office Project Professional 2010
10.2.44.224,Microsoft Office Visio 2010
10.2.44.224,Microsoft Project Professional 2010
10.2.44.224,Microsoft Visio Professional 2010
10.2.44.234,Microsoft Office Professional Plus 2007
10.2.44.234,Microsoft Office Project Professional 2010
10.2.44.234,Microsoft Project Professional 2010
10.2.44.253,Microsoft Office Professional Plus 2010
10.2.44.253,Microsoft Office Project Professional 2007
10.2.44.253,Microsoft Office Standard 2010
10.2.44.254,Microsoft Office Professional Plus 2010
10.2.44.254,Microsoft Office Project Professional 2007
10.2.44.254,Microsoft Office Standard 2010
10.2.44.54,Microsoft Office Professional Plus 2010
10.2.44.54,Microsoft Office Project Professional 2003
10.2.44.54,Microsoft Office Standard 2010
10.2.44.54,Microsoft Office Visio Professional 2003
10.2.44.63,Microsoft Office Professional Plus 2010
10.2.44.63,Microsoft Office Standard 2010
10.2.44.93,Microsoft Office Professional Plus 2010
10.2.44.93,Microsoft Office Standard 2010
10.2.44.93,Microsoft SQL Server 2005 
10.2.45.13,Microsoft Office Professional Plus 2010
10.2.45.13,Microsoft Office Project Professional 2010
10.2.45.13,Microsoft Office Visio Professional 2007
10.2.45.13,Microsoft Project Professional 2010
10.2.45.139,Microsoft Access database engine 2010
10.2.45.139,Microsoft Office Standard 2010
10.2.45.183,Microsoft Office Professional Plus 2010
10.2.45.183,Microsoft Office Project Professional 2010
10.2.45.183,Microsoft Office Visio 2010
