DescriptionLabelTextbox,DescriptionTextbox
Descrição,Este relatório lista todos os computadores com software específico instalado. Ele está vinculado a Software 02E - Software instalado em um computador específico.

Header_Table0_ComputerName,Header_Table0_ComputerManufacturer,Header_Table0_ComputerModel,Header_Table0_ProductName,Header_Table0_ProductID,Header_Table0_DSLID,Header_Table0_InstallationType,Details_Table0_ComputerName,Details_Table0_ComputerManufacturer,Details_Table0_ComputerModel,Details_Table0_ProductName,Details_Table0_ProductID,Details_Table0_DSLID,Details_Table0_InstallationType
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB019786,LENOVO,057938P,Microsoft Office Project Professional 2010,02253-001-0000205-49684,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB020180,Hewlett-Packard,HP 430 Notebook PC,Microsoft Office Project Professional 2010,82503-001-0000205-49121,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB021060,LENOVO,62772E9,Microsoft Office Project Professional 2010,02253-001-0000205-49939,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB021061,LENOVO,62772E9,Microsoft Office Project Professional 2010,02253-001-0000205-49164,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB021066,LENOVO,62772E9,Microsoft Office Project Professional 2010,02253-001-0000205-49639,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB022002,LENOVO,3254H4P,Microsoft Office Project Professional 2010,82503-001-0000205-49196,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB022125,LENOVO,3254TMP,Microsoft Office Project Professional 2010,02253-346-1716535-49212,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB022222,LENOVO,3254H4P,Microsoft Office Project Professional 2010,02253-001-0000205-49282,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB022224,LENOVO,3254H4P,Microsoft Office Project Professional 2010,82503-001-0000205-49458,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB023711,LENOVO,62772E9,Microsoft Office Project Professional 2010,02253-001-0000205-49143,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB023718,LENOVO,62772E9,Microsoft Office Project Professional 2010,02253-001-0000205-49830,,Fisicamente instalado
Nome do Computador,Fabricante do computador,Modelo do Computador,Nome do Produto,ID de Produto,ID DSL,Tipo de Instalação,NB023719,LENOVO,62772E9,Microsoft Office Project Professional 2010,82503-001-0000205-49153,,Fisicamente instalado

